dateday,year,month,hr,holiday,weekday,workingday,casual,registered,count
2011-10-18,0,Oct,4,0,Tue,1,0,4,4
2011-10-18,0,Oct,5,0,Tue,1,2,19,21
2011-10-18,0,Oct,6,0,Tue,1,4,105,109
2011-10-18,0,Oct,7,0,Tue,1,15,326,341
2011-10-18,0,Oct,8,0,Tue,1,25,474,499
2011-10-18,0,Oct,9,0,Tue,1,29,198,227
2011-10-18,0,Oct,10,0,Tue,1,27,75,102
2011-10-18,0,Oct,11,0,Tue,1,35,112,147
2011-10-18,0,Oct,12,0,Tue,1,42,159,201
2011-10-18,0,Oct,13,0,Tue,1,48,171,219
2011-10-18,0,Oct,14,0,Tue,1,32,137,169
2011-10-18,0,Oct,15,0,Tue,1,66,139,205
2011-10-18,0,Oct,16,0,Tue,1,58,246,304
2011-10-18,0,Oct,17,0,Tue,1,72,553,625
2011-10-18,0,Oct,18,0,Tue,1,58,512,570
2011-10-18,0,Oct,19,0,Tue,1,31,286,317
2011-10-18,0,Oct,20,0,Tue,1,23,204,227
2011-10-18,0,Oct,21,0,Tue,1,28,178,206
2011-10-18,0,Oct,22,0,Tue,1,22,115,137
2011-10-18,0,Oct,23,0,Tue,1,7,63,70
2011-10-19,0,Oct,0,0,Wed,1,11,23,34
2011-10-19,0,Oct,1,0,Wed,1,7,9,16
2011-10-19,0,Oct,2,0,Wed,1,1,6,7
2011-10-19,0,Oct,4,0,Wed,1,0,3,3
2011-10-19,0,Oct,5,0,Wed,1,0,3,3
2011-10-19,0,Oct,6,0,Wed,1,3,28,31
2011-10-19,0,Oct,7,0,Wed,1,1,67,68
2011-10-19,0,Oct,8,0,Wed,1,10,200,210
2011-10-19,0,Oct,9,0,Wed,1,17,185,202
2011-10-19,0,Oct,10,0,Wed,1,14,109,123
2011-10-19,0,Oct,11,0,Wed,1,33,116,149
2011-10-19,0,Oct,12,0,Wed,1,13,117,130
2011-10-19,0,Oct,13,0,Wed,1,20,86,106
2011-10-19,0,Oct,14,0,Wed,1,17,80,97
2011-10-19,0,Oct,15,0,Wed,1,21,99,120
2011-10-19,0,Oct,16,0,Wed,1,21,180,201
2011-10-19,0,Oct,17,0,Wed,1,11,170,181
2011-10-19,0,Oct,18,0,Wed,1,8,132,140
2011-10-19,0,Oct,19,0,Wed,1,8,189,197
2011-10-19,0,Oct,20,0,Wed,1,5,140,145
2011-10-19,0,Oct,21,0,Wed,1,6,79,85
2011-10-19,0,Oct,22,0,Wed,1,13,94,107
2011-10-19,0,Oct,23,0,Wed,1,14,55,69
2011-10-20,0,Oct,0,0,Thur,1,4,22,26
2011-10-20,0,Oct,1,0,Thur,1,4,11,15
2011-10-20,0,Oct,2,0,Thur,1,0,4,4
2011-10-20,0,Oct,3,0,Thur,1,0,1,1
2011-10-20,0,Oct,4,0,Thur,1,2,6,8
2011-10-20,0,Oct,5,0,Thur,1,2,24,26
2011-10-20,0,Oct,6,0,Thur,1,5,87,92
2011-10-20,0,Oct,7,0,Thur,1,15,303,318
2011-10-20,0,Oct,8,0,Thur,1,17,409,426
2011-10-20,0,Oct,9,0,Thur,1,26,197,223
2011-10-20,0,Oct,10,0,Thur,1,25,105,130
2011-10-20,0,Oct,11,0,Thur,1,30,99,129
2011-10-20,0,Oct,12,0,Thur,1,28,171,199
2011-10-20,0,Oct,13,0,Thur,1,28,136,164
2011-10-20,0,Oct,14,0,Thur,1,38,117,155
2011-10-20,0,Oct,15,0,Thur,1,22,138,160
2011-10-20,0,Oct,16,0,Thur,1,31,203,234
2011-10-20,0,Oct,17,0,Thur,1,56,438,494
2011-10-20,0,Oct,18,0,Thur,1,39,430,469
2011-10-20,0,Oct,19,0,Thur,1,20,278,298
2011-10-20,0,Oct,20,0,Thur,1,34,207,241
2011-10-20,0,Oct,21,0,Thur,1,16,149,165
2011-10-20,0,Oct,22,0,Thur,1,22,106,128
2011-10-20,0,Oct,23,0,Thur,1,7,83,90
2011-10-21,0,Oct,0,0,Fri,1,8,42,50
2011-10-21,0,Oct,1,0,Fri,1,7,19,26
2011-10-21,0,Oct,2,0,Fri,1,6,12,18
2011-10-21,0,Oct,3,0,Fri,1,0,7,7
2011-10-21,0,Oct,4,0,Fri,1,0,6,6
2011-10-21,0,Oct,5,0,Fri,1,0,31,31
2011-10-21,0,Oct,6,0,Fri,1,7,78,85
2011-10-21,0,Oct,7,0,Fri,1,5,228,233
2011-10-21,0,Oct,8,0,Fri,1,16,386,402
2011-10-21,0,Oct,9,0,Fri,1,33,189,222
2011-10-21,0,Oct,10,0,Fri,1,32,106,138
2011-10-21,0,Oct,11,0,Fri,1,39,135,174
2011-10-21,0,Oct,12,0,Fri,1,47,193,240
2011-10-21,0,Oct,13,0,Fri,1,43,163,206
2011-10-21,0,Oct,14,0,Fri,1,67,131,198
2011-10-21,0,Oct,15,0,Fri,1,57,178,235
2011-10-21,0,Oct,16,0,Fri,1,60,242,302
2011-10-21,0,Oct,17,0,Fri,1,79,445,524
2011-10-21,0,Oct,18,0,Fri,1,43,354,397
2011-10-21,0,Oct,19,0,Fri,1,25,228,253
2011-10-21,0,Oct,20,0,Fri,1,29,155,184
2011-10-21,0,Oct,21,0,Fri,1,31,112,143
2011-10-21,0,Oct,22,0,Fri,1,24,89,113
2011-10-21,0,Oct,23,0,Fri,1,18,99,117
2011-10-22,0,Oct,0,0,Sat,0,16,80,96
2011-10-22,0,Oct,1,0,Sat,0,20,50,70
2011-10-22,0,Oct,2,0,Sat,0,6,25,31
2011-10-22,0,Oct,3,0,Sat,0,1,19,20
2011-10-22,0,Oct,4,0,Sat,0,4,4,8
2011-10-22,0,Oct,5,0,Sat,0,1,7,8
2011-10-22,0,Oct,6,0,Sat,0,1,17,18
2011-10-22,0,Oct,7,0,Sat,0,8,49,57
2011-10-22,0,Oct,8,0,Sat,0,26,88,114
2011-10-22,0,Oct,9,0,Sat,0,47,122,169
2011-10-22,0,Oct,10,0,Sat,0,87,149,236
2011-10-22,0,Oct,11,0,Sat,0,110,172,282
2011-10-22,0,Oct,12,0,Sat,0,132,211,343
2011-10-22,0,Oct,13,0,Sat,0,136,186,322
2011-10-22,0,Oct,14,0,Sat,0,133,177,310
2011-10-22,0,Oct,15,0,Sat,0,159,223,382
2011-10-22,0,Oct,16,0,Sat,0,169,190,359
2011-10-22,0,Oct,17,0,Sat,0,143,217,360
2011-10-22,0,Oct,18,0,Sat,0,111,224,335
2011-10-22,0,Oct,19,0,Sat,0,47,173,220
2011-10-22,0,Oct,20,0,Sat,0,48,111,159
2011-10-22,0,Oct,21,0,Sat,0,37,120,157
2011-10-22,0,Oct,22,0,Sat,0,30,114,144
2011-10-22,0,Oct,23,0,Sat,0,27,81,108
2011-10-23,0,Oct,0,0,Sun,0,24,64,88
2011-10-23,0,Oct,1,0,Sun,0,11,60,71
2011-10-23,0,Oct,2,0,Sun,0,10,40,50
2011-10-23,0,Oct,3,0,Sun,0,15,31,46
2011-10-23,0,Oct,4,0,Sun,0,5,1,6
2011-10-23,0,Oct,5,0,Sun,0,1,2,3
2011-10-23,0,Oct,6,0,Sun,0,0,12,12
2011-10-23,0,Oct,7,0,Sun,0,3,18,21
2011-10-23,0,Oct,8,0,Sun,0,32,56,88
2011-10-23,0,Oct,9,0,Sun,0,48,95,143
2011-10-23,0,Oct,10,0,Sun,0,104,185,289
2011-10-23,0,Oct,11,0,Sun,0,131,202,333
2011-10-23,0,Oct,12,0,Sun,0,164,249,413
2011-10-23,0,Oct,13,0,Sun,0,160,255,415
2011-10-23,0,Oct,14,0,Sun,0,192,216,408
2011-10-23,0,Oct,15,0,Sun,0,171,216,387
2011-10-23,0,Oct,16,0,Sun,0,188,217,405
2011-10-23,0,Oct,17,0,Sun,0,120,220,340
2011-10-23,0,Oct,18,0,Sun,0,88,196,284
2011-10-23,0,Oct,19,0,Sun,0,53,140,193
2011-10-23,0,Oct,20,0,Sun,0,32,112,144
2011-10-23,0,Oct,21,0,Sun,0,24,75,99
2011-10-23,0,Oct,22,0,Sun,0,25,69,94
2011-10-23,0,Oct,23,0,Sun,0,18,31,49
2011-10-24,0,Oct,0,0,Mon,1,6,26,32
2011-10-24,0,Oct,1,0,Mon,1,7,8,15
2011-10-24,0,Oct,2,0,Mon,1,1,6,7
2011-10-24,0,Oct,3,0,Mon,1,1,3,4
2011-10-24,0,Oct,4,0,Mon,1,1,5,6
2011-10-24,0,Oct,5,0,Mon,1,2,19,21
2011-10-24,0,Oct,6,0,Mon,1,3,83,86
2011-10-24,0,Oct,7,0,Mon,1,11,274,285
2011-10-24,0,Oct,8,0,Mon,1,20,378,398
2011-10-24,0,Oct,9,0,Mon,1,29,166,195
2011-10-24,0,Oct,10,0,Mon,1,47,82,129
2011-10-24,0,Oct,11,0,Mon,1,59,109,168
2011-10-24,0,Oct,12,0,Mon,1,64,156,220
2011-10-24,0,Oct,13,0,Mon,1,60,138,198
2011-10-24,0,Oct,14,0,Mon,1,63,143,206
2011-10-24,0,Oct,15,0,Mon,1,52,125,177
2011-10-24,0,Oct,16,0,Mon,1,68,242,310
2011-10-24,0,Oct,17,0,Mon,1,87,527,614
2011-10-24,0,Oct,18,0,Mon,1,58,428,486
2011-10-24,0,Oct,19,0,Mon,1,25,212,237
2011-10-24,0,Oct,20,0,Mon,1,11,118,129
2011-10-24,0,Oct,21,0,Mon,1,12,114,126
2011-10-24,0,Oct,22,0,Mon,1,3,76,79
2011-10-24,0,Oct,23,0,Mon,1,9,50,59
2011-10-25,0,Oct,0,0,Tue,1,4,26,30
2011-10-25,0,Oct,1,0,Tue,1,5,6,11
2011-10-25,0,Oct,2,0,Tue,1,2,3,5
2011-10-25,0,Oct,3,0,Tue,1,1,3,4
2011-10-25,0,Oct,4,0,Tue,1,0,5,5
2011-10-25,0,Oct,5,0,Tue,1,0,24,24
2011-10-25,0,Oct,6,0,Tue,1,3,95,98
2011-10-25,0,Oct,7,0,Tue,1,15,299,314
2011-10-25,0,Oct,8,0,Tue,1,25,383,408
2011-10-25,0,Oct,9,0,Tue,1,29,194,223
2011-10-25,0,Oct,10,0,Tue,1,26,102,128
2011-10-25,0,Oct,11,0,Tue,1,46,120,166
2011-10-25,0,Oct,12,0,Tue,1,35,165,200
2011-10-25,0,Oct,13,0,Tue,1,37,161,198
2011-10-25,0,Oct,14,0,Tue,1,66,134,200
2011-10-25,0,Oct,15,0,Tue,1,63,171,234
2011-10-25,0,Oct,16,0,Tue,1,52,233,285
2011-10-25,0,Oct,17,0,Tue,1,68,517,585
2011-10-25,0,Oct,18,0,Tue,1,65,453,518
2011-10-25,0,Oct,19,0,Tue,1,44,294,338
2011-10-25,0,Oct,20,0,Tue,1,40,208,248
2011-10-25,0,Oct,21,0,Tue,1,32,169,201
2011-10-25,0,Oct,22,0,Tue,1,22,148,170
2011-10-25,0,Oct,23,0,Tue,1,15,79,94
2011-10-26,0,Oct,0,0,Wed,1,4,28,32
2011-10-26,0,Oct,1,0,Wed,1,3,9,12
2011-10-26,0,Oct,2,0,Wed,1,2,1,3
2011-10-26,0,Oct,3,0,Wed,1,0,3,3
2011-10-26,0,Oct,4,0,Wed,1,0,5,5
2011-10-26,0,Oct,5,0,Wed,1,0,21,21
2011-10-26,0,Oct,6,0,Wed,1,0,92,92
2011-10-26,0,Oct,7,0,Wed,1,15,284,299
2011-10-26,0,Oct,8,0,Wed,1,26,438,464
2011-10-26,0,Oct,9,0,Wed,1,14,226,240
2011-10-26,0,Oct,10,0,Wed,1,26,105,131
2011-10-26,0,Oct,11,0,Wed,1,23,132,155
2011-10-26,0,Oct,12,0,Wed,1,39,155,194
2011-10-26,0,Oct,13,0,Wed,1,20,62,82
2011-10-26,0,Oct,14,0,Wed,1,14,52,66
2011-10-26,0,Oct,15,0,Wed,1,11,59,70
2011-10-26,0,Oct,16,0,Wed,1,17,196,213
2011-10-26,0,Oct,17,0,Wed,1,40,414,454
2011-10-26,0,Oct,18,0,Wed,1,55,398,453
2011-10-26,0,Oct,19,0,Wed,1,25,306,331
2011-10-26,0,Oct,20,0,Wed,1,27,180,207
2011-10-26,0,Oct,21,0,Wed,1,17,140,157
2011-10-26,0,Oct,22,0,Wed,1,23,112,135
2011-10-26,0,Oct,23,0,Wed,1,3,72,75
2011-10-27,0,Oct,0,0,Thur,1,3,23,26
2011-10-27,0,Oct,1,0,Thur,1,2,9,11
2011-10-27,0,Oct,2,0,Thur,1,3,5,8
2011-10-27,0,Oct,3,0,Thur,1,1,3,4
2011-10-27,0,Oct,4,0,Thur,1,1,3,4
2011-10-27,0,Oct,5,0,Thur,1,1,14,15
2011-10-27,0,Oct,6,0,Thur,1,4,42,46
2011-10-27,0,Oct,7,0,Thur,1,9,128,137
2011-10-27,0,Oct,8,0,Thur,1,12,304,316
2011-10-27,0,Oct,9,0,Thur,1,16,155,171
2011-10-27,0,Oct,10,0,Thur,1,10,52,62
2011-10-27,0,Oct,11,0,Thur,1,8,44,52
2011-10-27,0,Oct,12,0,Thur,1,8,45,53
2011-10-27,0,Oct,13,0,Thur,1,10,64,74
2011-10-27,0,Oct,14,0,Thur,1,16,76,92
2011-10-27,0,Oct,15,0,Thur,1,12,95,107
2011-10-27,0,Oct,16,0,Thur,1,14,193,207
2011-10-27,0,Oct,17,0,Thur,1,31,291,322
2011-10-27,0,Oct,18,0,Thur,1,14,226,240
2011-10-27,0,Oct,19,0,Thur,1,19,200,219
2011-10-27,0,Oct,20,0,Thur,1,11,171,182
2011-10-27,0,Oct,21,0,Thur,1,13,119,132
2011-10-27,0,Oct,22,0,Thur,1,14,97,111
2011-10-27,0,Oct,23,0,Thur,1,8,60,68
2011-10-28,0,Oct,0,0,Fri,1,4,40,44
2011-10-28,0,Oct,1,0,Fri,1,7,9,16
2011-10-28,0,Oct,2,0,Fri,1,1,3,4
2011-10-28,0,Oct,3,0,Fri,1,4,4,8
2011-10-28,0,Oct,4,0,Fri,1,5,5,10
2011-10-28,0,Oct,5,0,Fri,1,0,25,25
2011-10-28,0,Oct,6,0,Fri,1,1,74,75
2011-10-28,0,Oct,7,0,Fri,1,6,199,205
2011-10-28,0,Oct,8,0,Fri,1,13,361,374
2011-10-28,0,Oct,9,0,Fri,1,19,210,229
2011-10-28,0,Oct,10,0,Fri,1,28,102,130
2011-10-28,0,Oct,11,0,Fri,1,40,128,168
2011-10-28,0,Oct,12,0,Fri,1,46,167,213
2011-10-28,0,Oct,13,0,Fri,1,43,185,228
2011-10-28,0,Oct,14,0,Fri,1,33,152,185
2011-10-28,0,Oct,15,0,Fri,1,44,171,215
2011-10-28,0,Oct,16,0,Fri,1,46,262,308
2011-10-28,0,Oct,17,0,Fri,1,35,411,446
2011-10-28,0,Oct,18,0,Fri,1,36,332,368
2011-10-28,0,Oct,19,0,Fri,1,16,188,204
2011-10-28,0,Oct,20,0,Fri,1,12,131,143
2011-10-28,0,Oct,21,0,Fri,1,5,69,74
2011-10-28,0,Oct,22,0,Fri,1,4,32,36
2011-10-28,0,Oct,23,0,Fri,1,8,31,39
2011-10-29,0,Oct,0,0,Sat,0,0,19,19
2011-10-29,0,Oct,1,0,Sat,0,0,18,18
2011-10-29,0,Oct,2,0,Sat,0,1,16,17
2011-10-29,0,Oct,3,0,Sat,0,0,8,8
2011-10-29,0,Oct,4,0,Sat,0,0,1,1
2011-10-29,0,Oct,5,0,Sat,0,0,1,1
2011-10-29,0,Oct,6,0,Sat,0,4,1,5
2011-10-29,0,Oct,7,0,Sat,0,1,6,7
2011-10-29,0,Oct,8,0,Sat,0,4,16,20
2011-10-29,0,Oct,9,0,Sat,0,1,19,20
2011-10-29,0,Oct,10,0,Sat,0,0,12,12
2011-10-29,0,Oct,11,0,Sat,0,1,26,27
2011-10-29,0,Oct,12,0,Sat,0,6,44,50
2011-10-29,0,Oct,13,0,Sat,0,0,30,30
2011-10-29,0,Oct,14,0,Sat,0,0,29,29
2011-10-29,0,Oct,15,0,Sat,0,3,38,41
2011-10-29,0,Oct,16,0,Sat,0,3,19,22
2011-10-29,0,Oct,17,0,Sat,0,3,28,31
2011-10-29,0,Oct,18,0,Sat,0,6,37,43
2011-10-29,0,Oct,19,0,Sat,0,3,36,39
2011-10-29,0,Oct,20,0,Sat,0,7,40,47
2011-10-29,0,Oct,21,0,Sat,0,1,49,50
2011-10-29,0,Oct,22,0,Sat,0,10,44,54
2011-10-29,0,Oct,23,0,Sat,0,3,33,36
2011-10-30,0,Oct,0,0,Sun,0,7,47,54
2011-10-30,0,Oct,1,0,Sun,0,9,34,43
2011-10-30,0,Oct,2,0,Sun,0,7,43,50
2011-10-30,0,Oct,3,0,Sun,0,7,26,33
2011-10-30,0,Oct,4,0,Sun,0,1,10,11
2011-10-30,0,Oct,5,0,Sun,0,0,4,4
2011-10-30,0,Oct,6,0,Sun,0,2,8,10
2011-10-30,0,Oct,7,0,Sun,0,7,15,22
2011-10-30,0,Oct,8,0,Sun,0,20,60,80
2011-10-30,0,Oct,9,0,Sun,0,55,92,147
2011-10-30,0,Oct,10,0,Sun,0,53,125,178
2011-10-30,0,Oct,11,0,Sun,0,58,182,240
2011-10-30,0,Oct,12,0,Sun,0,85,229,314
2011-10-30,0,Oct,13,0,Sun,0,113,232,345
2011-10-30,0,Oct,14,0,Sun,0,91,209,300
2011-10-30,0,Oct,15,0,Sun,0,88,202,290
2011-10-30,0,Oct,16,0,Sun,0,107,213,320
2011-10-30,0,Oct,17,0,Sun,0,54,191,245
2011-10-30,0,Oct,18,0,Sun,0,51,162,213
2011-10-30,0,Oct,19,0,Sun,0,28,125,153
2011-10-30,0,Oct,20,0,Sun,0,18,74,92
2011-10-30,0,Oct,21,0,Sun,0,4,75,79
2011-10-30,0,Oct,22,0,Sun,0,13,58,71
2011-10-30,0,Oct,23,0,Sun,0,7,30,37
2011-10-31,0,Oct,0,0,Mon,1,3,20,23
2011-10-31,0,Oct,1,0,Mon,1,5,8,13
2011-10-31,0,Oct,2,0,Mon,1,0,3,3
2011-10-31,0,Oct,3,0,Mon,1,0,3,3
2011-10-31,0,Oct,4,0,Mon,1,1,5,6
2011-10-31,0,Oct,5,0,Mon,1,0,18,18
2011-10-31,0,Oct,6,0,Mon,1,4,82,86
2011-10-31,0,Oct,7,0,Mon,1,11,216,227
2011-10-31,0,Oct,8,0,Mon,1,17,355,372
2011-10-31,0,Oct,9,0,Mon,1,14,197,211
2011-10-31,0,Oct,10,0,Mon,1,18,87,105
2011-10-31,0,Oct,11,0,Mon,1,31,97,128
2011-10-31,0,Oct,12,0,Mon,1,30,140,170
2011-10-31,0,Oct,13,0,Mon,1,24,128,152
2011-10-31,0,Oct,14,0,Mon,1,22,119,141
2011-10-31,0,Oct,15,0,Mon,1,27,141,168
2011-10-31,0,Oct,16,0,Mon,1,30,242,272
2011-10-31,0,Oct,17,0,Mon,1,44,442,486
2011-10-31,0,Oct,18,0,Mon,1,30,392,422
2011-10-31,0,Oct,19,0,Mon,1,12,226,238
2011-10-31,0,Oct,20,0,Mon,1,18,154,172
2011-10-31,0,Oct,21,0,Mon,1,7,109,116
2011-10-31,0,Oct,22,0,Mon,1,8,77,85
2011-10-31,0,Oct,23,0,Mon,1,6,46,52
2011-11-01,0,Nov,0,0,Tue,1,3,18,21
2011-11-01,0,Nov,1,0,Tue,1,3,8,11
2011-11-01,0,Nov,2,0,Tue,1,1,3,4
2011-11-01,0,Nov,3,0,Tue,1,1,5,6
2011-11-01,0,Nov,4,0,Tue,1,1,7,8
2011-11-01,0,Nov,5,0,Tue,1,0,18,18
2011-11-01,0,Nov,6,0,Tue,1,3,90,93
2011-11-01,0,Nov,7,0,Tue,1,8,246,254
2011-11-01,0,Nov,8,0,Tue,1,17,402,419
2011-11-01,0,Nov,9,0,Tue,1,16,206,222
2011-11-01,0,Nov,10,0,Tue,1,21,114,135
2011-11-01,0,Nov,11,0,Tue,1,16,101,117
2011-11-01,0,Nov,12,0,Tue,1,23,153,176
2011-11-01,0,Nov,13,0,Tue,1,20,147,167
2011-11-01,0,Nov,14,0,Tue,1,32,118,150
2011-11-01,0,Nov,15,0,Tue,1,38,148,186
2011-11-01,0,Nov,16,0,Tue,1,46,252,298
2011-11-01,0,Nov,17,0,Tue,1,36,470,506
2011-11-01,0,Nov,18,0,Tue,1,39,421,460
2011-11-01,0,Nov,19,0,Tue,1,39,274,313
2011-11-01,0,Nov,20,0,Tue,1,18,191,209
2011-11-01,0,Nov,21,0,Tue,1,13,114,127
2011-11-01,0,Nov,22,0,Tue,1,5,91,96
2011-11-01,0,Nov,23,0,Tue,1,11,61,72
2011-11-02,0,Nov,0,0,Wed,1,0,19,19
2011-11-02,0,Nov,1,0,Wed,1,2,8,10
2011-11-02,0,Nov,2,0,Wed,1,0,2,2
2011-11-02,0,Nov,3,0,Wed,1,0,2,2
2011-11-02,0,Nov,4,0,Wed,1,0,4,4
2011-11-02,0,Nov,5,0,Wed,1,0,27,27
2011-11-02,0,Nov,6,0,Wed,1,1,91,92
2011-11-02,0,Nov,7,0,Wed,1,11,240,251
2011-11-02,0,Nov,8,0,Wed,1,20,452,472
2011-11-02,0,Nov,9,0,Wed,1,15,213,228
2011-11-02,0,Nov,10,0,Wed,1,25,108,133
2011-11-02,0,Nov,11,0,Wed,1,27,117,144
2011-11-02,0,Nov,12,0,Wed,1,32,157,189
2011-11-02,0,Nov,13,0,Wed,1,22,139,161
2011-11-02,0,Nov,14,0,Wed,1,40,132,172
2011-11-02,0,Nov,15,0,Wed,1,26,161,187
2011-11-02,0,Nov,16,0,Wed,1,35,231,266
2011-11-02,0,Nov,17,0,Wed,1,30,523,553
2011-11-02,0,Nov,18,0,Wed,1,31,448,479
2011-11-02,0,Nov,19,0,Wed,1,25,257,282
2011-11-02,0,Nov,20,0,Wed,1,5,177,182
2011-11-02,0,Nov,21,0,Wed,1,13,155,168
2011-11-02,0,Nov,22,0,Wed,1,7,99,106
2011-11-02,0,Nov,23,0,Wed,1,3,54,57
2011-11-03,0,Nov,0,0,Thur,1,3,28,31
2011-11-03,0,Nov,1,0,Thur,1,3,12,15
2011-11-03,0,Nov,2,0,Thur,1,2,5,7
2011-11-03,0,Nov,3,0,Thur,1,1,4,5
2011-11-03,0,Nov,4,0,Thur,1,1,3,4
2011-11-03,0,Nov,5,0,Thur,1,1,27,28
2011-11-03,0,Nov,6,0,Thur,1,3,96,99
2011-11-03,0,Nov,7,0,Thur,1,12,280,292
2011-11-03,0,Nov,8,0,Thur,1,8,394,402
2011-11-03,0,Nov,9,0,Thur,1,9,155,164
2011-11-03,0,Nov,10,0,Thur,1,12,98,110
2011-11-03,0,Nov,11,0,Thur,1,12,108,120
2011-11-03,0,Nov,12,0,Thur,1,17,162,179
2011-11-03,0,Nov,13,0,Thur,1,19,150,169
2011-11-03,0,Nov,14,0,Thur,1,32,120,152
2011-11-03,0,Nov,15,0,Thur,1,24,138,162
2011-11-03,0,Nov,16,0,Thur,1,33,234,267
2011-11-03,0,Nov,17,0,Thur,1,33,465,498
2011-11-03,0,Nov,18,0,Thur,1,24,409,433
2011-11-03,0,Nov,19,0,Thur,1,18,234,252
2011-11-03,0,Nov,20,0,Thur,1,11,198,209
2011-11-03,0,Nov,21,0,Thur,1,4,140,144
2011-11-03,0,Nov,22,0,Thur,1,21,116,137
2011-11-03,0,Nov,23,0,Thur,1,15,80,95
2011-11-04,0,Nov,0,0,Fri,1,11,32,43
2011-11-04,0,Nov,1,0,Fri,1,1,16,17
2011-11-04,0,Nov,2,0,Fri,1,2,8,10
2011-11-04,0,Nov,3,0,Fri,1,1,7,8
2011-11-04,0,Nov,4,0,Fri,1,1,6,7
2011-11-04,0,Nov,5,0,Fri,1,0,23,23
2011-11-04,0,Nov,6,0,Fri,1,2,64,66
2011-11-04,0,Nov,7,0,Fri,1,10,235,245
2011-11-04,0,Nov,8,0,Fri,1,8,387,395
2011-11-04,0,Nov,9,0,Fri,1,15,239,254
2011-11-04,0,Nov,10,0,Fri,1,19,115,134
2011-11-04,0,Nov,11,0,Fri,1,34,128,162
2011-11-04,0,Nov,12,0,Fri,1,44,153,197
2011-11-04,0,Nov,13,0,Fri,1,33,161,194
2011-11-04,0,Nov,14,0,Fri,1,54,147,201
2011-11-04,0,Nov,15,0,Fri,1,45,192,237
2011-11-04,0,Nov,16,0,Fri,1,53,237,290
2011-11-04,0,Nov,17,0,Fri,1,42,438,480
2011-11-04,0,Nov,18,0,Fri,1,35,339,374
2011-11-04,0,Nov,19,0,Fri,1,14,182,196
2011-11-04,0,Nov,20,0,Fri,1,15,171,186
2011-11-04,0,Nov,21,0,Fri,1,8,115,123
2011-11-04,0,Nov,22,0,Fri,1,6,109,115
2011-11-04,0,Nov,23,0,Fri,1,17,72,89
2011-11-05,0,Nov,0,0,Sat,0,4,48,52
2011-11-05,0,Nov,1,0,Sat,0,5,57,62
2011-11-05,0,Nov,2,0,Sat,0,7,24,31
2011-11-05,0,Nov,3,0,Sat,0,0,8,8
2011-11-05,0,Nov,4,0,Sat,0,3,5,8
2011-11-05,0,Nov,5,0,Sat,0,0,2,2
2011-11-05,0,Nov,6,0,Sat,0,3,20,23
2011-11-05,0,Nov,7,0,Sat,0,3,31,34
2011-11-05,0,Nov,8,0,Sat,0,4,80,84
2011-11-05,0,Nov,9,0,Sat,0,30,111,141
2011-11-05,0,Nov,10,0,Sat,0,56,171,227
2011-11-05,0,Nov,11,0,Sat,0,69,169,238
2011-11-05,0,Nov,12,0,Sat,0,137,235,372
2011-11-05,0,Nov,13,0,Sat,0,148,207,355
2011-11-05,0,Nov,14,0,Sat,0,159,227,386
2011-11-05,0,Nov,15,0,Sat,0,141,202,343
2011-11-05,0,Nov,16,0,Sat,0,128,207,335
2011-11-05,0,Nov,17,0,Sat,0,100,234,334
2011-11-05,0,Nov,18,0,Sat,0,52,185,237
2011-11-05,0,Nov,19,0,Sat,0,45,159,204
2011-11-05,0,Nov,20,0,Sat,0,29,136,165
2011-11-05,0,Nov,21,0,Sat,0,19,99,118
2011-11-05,0,Nov,22,0,Sat,0,10,72,82
2011-11-05,0,Nov,23,0,Sat,0,4,81,85
2011-11-06,0,Nov,0,0,Sun,0,10,65,75
2011-11-06,0,Nov,1,0,Sun,0,11,104,115
2011-11-06,0,Nov,2,0,Sun,0,6,23,29
2011-11-06,0,Nov,3,0,Sun,0,5,4,9
2011-11-06,0,Nov,4,0,Sun,0,0,6,6
2011-11-06,0,Nov,5,0,Sun,0,0,5,5
2011-11-06,0,Nov,6,0,Sun,0,5,11,16
2011-11-06,0,Nov,7,0,Sun,0,4,24,28
2011-11-06,0,Nov,8,0,Sun,0,19,71,90
2011-11-06,0,Nov,9,0,Sun,0,36,134,170
2011-11-06,0,Nov,10,0,Sun,0,76,186,262
2011-11-06,0,Nov,11,0,Sun,0,104,216,320
2011-11-06,0,Nov,12,0,Sun,0,120,226,346
2011-11-06,0,Nov,13,0,Sun,0,105,209,314
2011-11-06,0,Nov,14,0,Sun,0,101,219,320
2011-11-06,0,Nov,15,0,Sun,0,96,210,306
2011-11-06,0,Nov,16,0,Sun,0,84,263,347
2011-11-06,0,Nov,17,0,Sun,0,71,185,256
2011-11-06,0,Nov,18,0,Sun,0,39,146,185
2011-11-06,0,Nov,19,0,Sun,0,21,130,151
2011-11-06,0,Nov,20,0,Sun,0,16,100,116
2011-11-06,0,Nov,21,0,Sun,0,11,77,88
2011-11-06,0,Nov,22,0,Sun,0,5,40,45
2011-11-06,0,Nov,23,0,Sun,0,7,43,50
2011-11-07,0,Nov,0,0,Mon,1,1,14,15
2011-11-07,0,Nov,1,0,Mon,1,2,6,8
2011-11-07,0,Nov,2,0,Mon,1,0,2,2
2011-11-07,0,Nov,3,0,Mon,1,0,3,3
2011-11-07,0,Nov,4,0,Mon,1,2,4,6
2011-11-07,0,Nov,5,0,Mon,1,1,25,26
